site_code,site_name,longitude,latitude,trap_type,collection_date,disease_week,species,count,season,urban_cat
224,1700 E Church,-111.841969,40.729523,GRVD,2025-05-30,22,Culex pipiens,3,early,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-06-05,23,Culex pipiens,9,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-06-12,24,Culex pipiens,10,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-06-20,25,Culex pipiens,5,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-06-26,26,Culex pipiens,30,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-07-03,27,Culex pipiens,79,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-07-10,28,Culex pipiens,25,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-07-17,29,Culex pipiens,53,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-07-22,30,Culex pipiens,51,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-07-31,31,Culex pipiens,41,mid,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-08-07,32,Culex pipiens,19,late,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-08-14,33,Culex pipiens,25,late,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-08-21,34,Culex pipiens,27,late,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-08-21,34,Culex pipiens,27,late,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-08-28,35,Culex pipiens,8,late,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-09-05,36,Culex pipiens,28,late,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-09-11,37,Culex pipiens,27,late,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-09-18,38,Culex pipiens,15,late,urban 
224,1700 E Church,-111.841969,40.729523,GRVD,2025-09-25,39,Culex pipiens,23,late,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-05-28,22,Culex pipiens,1,early,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-06-03,23,Culex pipiens,NA,mid,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-06-10,24,Culex pipiens,4,mid,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-06-24,26,Culex pipiens,1,mid,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-07-01,27,Culex pipiens,3,mid,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-07-08,28,Culex pipiens,42,mid,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-07-29,31,Culex pipiens,3,mid,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-08-12,33,Culex pipiens,7,late,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-08-26,35,Culex pipiens,3,late,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-09-03,36,Culex pipiens,9,late,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-09-09,37,Culex pipiens,7,late,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-09-16,38,Culex pipiens,9,late,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-09-23,39,Culex pipiens,10,late,urban 
229,300 E Church,-111.883171,40.729612,GRVD,2025-09-30,40,Culex pipiens,5,late,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-05-21,21,Culex pipiens,1,early,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-05-28,22,Culex pipiens,9,early,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-06-10,24,Culex pipiens,1,mid,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-06-18,25,Culex pipiens,7,mid,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-06-24,26,Culex pipiens,5,mid,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-07-01,27,Culex pipiens,48,mid,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-07-08,28,Culex pipiens,34,mid,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-07-15,29,Culex pipiens,49,mid,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-07-24,30,Culex pipiens,17,mid,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-07-29,31,Culex pipiens,16,mid,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-08-05,32,Culex pipiens,12,late,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-08-19,34,Culex pipiens,8,late,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-08-26,35,Culex pipiens,17,late,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-09-03,36,Culex pipiens,4,late,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-09-09,37,Culex pipiens,6,late,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-09-16,38,Culex pipiens,6,late,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-09-23,39,Culex pipiens,3,late,urban 
230,700 S 200 W,-111.898097,40.752834,GRVD,2025-09-30,40,Culex pipiens,6,late,urban 
27,Ambassador,-112.029156,40.846014,CO2,2025-04-11,15,Culex pipiens,1,early,rural
27,Ambassador,-112.029156,40.846014,CO2,2025-04-23,17,Culex pipiens,1,early,rural
27,Ambassador,-112.029156,40.846014,CO2,2025-05-15,20,Culex pipiens,1,early,rural
27,Ambassador,-112.029156,40.846014,CO2,2025-05-28,22,Culex pipiens,76,early,rural
27,Ambassador,-112.029156,40.846014,CO2,2025-06-10,24,Culex pipiens,79,mid,rural
